,Unnamed: 0.1,Unnamed: 0.1.1,Alcohol,Malic.acid,Ash,Acl,Mg,Phenols,Flavanoids,Nonflavanoid.phenols,Proanth,Color.int,Hue,OD,Proline,Wine,N,Expect,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,Scalar_calc,Distance_to_Borders
17,30,79,-0.489473684210526,-0.6956521739130435,0.1336898395721923,0.1752577319587629,-0.6521739130434783,-0.6758620689655173,-0.6160337552742616,0.3962264150943395,-0.2302839116719243,-0.6040955631399317,-0.0731707317073169,0.0109890109890109,-0.7546362339514978,2,91,1,-0.489473684210526,-0.6956521739130435,0.1336898395721923,0.1752577319587629,-0.6521739130434783,-0.6758620689655173,-0.6160337552742616,0.3962264150943395,-0.2302839116719243,-0.6040955631399317,-0.0731707317073169,0.0109890109890109,-0.7546362339514978,100.46665555052756,21.40650830600178
18,33,82,-0.6894736842105265,-0.5059288537549407,-0.0160427807486633,-0.2371134020618556,-0.3913043478260869,0.4068965517241381,-0.1898734177215191,-0.8490566037735849,-0.4069400630914825,-0.6638225255972696,0.1056910569105691,0.2380952380952381,-0.9044222539229672,2,94,1,-0.6894736842105265,-0.5059288537549407,-0.0160427807486633,-0.2371134020618556,-0.3913043478260869,0.4068965517241381,-0.1898734177215191,-0.8490566037735849,-0.4069400630914825,-0.6638225255972696,0.1056910569105691,0.2380952380952381,-0.9044222539229672,100.41038597003926,21.40650830600178
19,62,111,-0.452631578947368,-0.4387351778656125,-0.1336898395721926,0.0721649484536084,-0.6739130434782609,0.1172413793103448,-0.0253164556962025,-0.0943396226415095,-0.4069400630914825,-0.7474402730375427,-0.3821138211382113,0.4725274725274724,-0.8573466476462197,2,125,1,-0.452631578947368,-0.4387351778656125,-0.1336898395721926,0.0721649484536084,-0.6739130434782609,0.1172413793103448,-0.0253164556962025,-0.0943396226415095,-0.4069400630914825,-0.7474402730375427,-0.3821138211382113,0.4725274725274724,-0.8573466476462197,100.23243392836396,21.40650830600178
20,24,73,-0.1368421052631577,-0.9051383399209486,-0.0588235294117645,-0.2371134020618556,-0.3695652173913043,-0.1586206896551723,-0.3248945147679326,-0.358490566037736,-0.3375394321766561,-0.7713310580204779,0.2195121951219512,0.3846153846153848,-0.7546362339514978,2,85,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.4585990075011,21.40650830600178
21,45,94,-0.357894736842105,-0.6086956521739131,-0.1871657754010695,-0.1340206185567009,-0.782608695652174,-0.5379310344827586,-0.2869198312236288,-0.0943396226415095,-0.2302839116719243,-0.6382252559726962,-0.1544715447154471,0.3919413919413919,-0.6690442225392297,2,106,1,-0.357894736842105,-0.6086956521739131,-0.1871657754010695,-0.1340206185567009,-0.782608695652174,-0.5379310344827586,-0.2869198312236288,-0.0943396226415095,-0.2302839116719243,-0.6382252559726962,-0.1544715447154471,0.3919413919413919,-0.6690442225392297,99.26116010471269,21.40650830600178
22,36,85,-0.3368421052631581,-0.7351778656126482,-0.3368983957219252,-0.4432989690721648,-0.6739130434782609,0.0827586206896551,-0.0886075949367088,-0.3962264150943397,-0.141955835962145,-0.7235494880546076,0.2195121951219512,0.0769230769230771,-0.7860199714693296,2,97,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.32005130046346,21.40650830600178
23,32,81,-0.3368421052631581,-0.1739130434782608,-0.0802139037433153,-0.2371134020618556,-0.6086956521739131,0.0137931034482761,-0.1940928270042194,-0.5471698113207548,-0.003154574132492,-0.8515358361774744,0.089430894308943,0.487179487179487,-0.9828815977175464,2,93,1,-0.3368421052631581,-0.1739130434782608,-0.0802139037433153,-0.2371134020618556,-0.6086956521739131,0.0137931034482761,-0.1940928270042194,-0.5471698113207548,-0.003154574132492,-0.8515358361774744,0.089430894308943,0.487179487179487,-0.9828815977175464,97.77069251819567,21.40650830600178
24,55,104,-0.2684210526315788,-0.6561264822134387,-0.1122994652406418,0.2268041237113403,-0.1739130434782608,-0.2965517241379309,-0.2616033755274263,-0.2075471698113207,-0.2429022082018925,-0.8668941979522184,-0.0569105691056909,0.2380952380952381,-0.9044222539229672,2,117,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.43610424222588,21.40650830600178
25,15,64,-0.6684210526315786,-0.5494071146245059,-0.4010695187165777,-0.4432989690721648,-0.4130434782608695,-0.5655172413793103,-0.4810126582278481,-0.2075471698113207,-0.5331230283911672,-0.5699658703071673,0.2195121951219512,-0.3626373626373625,-0.7860199714693296,2,75,1,-0.6684210526315786,-0.5494071146245059,-0.4010695187165777,-0.4432989690721648,-0.4130434782608695,-0.5655172413793103,-0.4810126582278481,-0.2075471698113207,-0.5331230283911672,-0.5699658703071673,0.2195121951219512,-0.3626373626373625,-0.7860199714693296,97.15690674214608,21.40650830600178
26,25,74,-0.4052631578947365,-0.6561264822134387,0.0160427807486631,0.2577319587628868,-0.5652173913043479,-0.4482758620689655,-0.4303797468354431,0.1320754716981131,-0.2744479495268137,-0.8003412969283277,0.3821138211382116,-0.2747252747252748,-0.6904422253922967,2,86,1,-0.4052631578947365,-0.6561264822134387,0.0160427807486631,0.2577319587628868,-0.5652173913043479,-0.4482758620689655,-0.4303797468354431,0.1320754716981131,-0.2744479495268137,-0.8003412969283277,0.3821138211382116,-0.2747252747252748,-0.6904422253922967,95.926168957964,21.40650830600178
27,16,65,0.0526315789473681,-0.9367588932806324,-0.625668449197861,-0.4432989690721648,-0.6521739130434783,-0.3310344827586207,-0.2869198312236288,-0.5849056603773586,-0.3375394321766561,-0.4334470989761093,0.1544715447154472,-0.1135531135531136,-0.8373751783166905,2,76,1,0.0526315789473681,-0.9367588932806324,-0.625668449197861,-0.4432989690721648,-0.6521739130434783,-0.3310344827586207,-0.2869198312236288,-0.5849056603773586,-0.3375394321766561,-0.4334470989761093,0.1544715447154472,-0.1135531135531136,-0.8373751783166905,95.09577673664924,21.40650830600178
28,5,54,-0.3999999999999998,-0.7193675889328064,0.2513368983957216,-0.1340206185567009,-0.2608695652173913,-0.3724137931034483,-0.4050632911392405,0.2075471698113207,-0.6088328075709779,-0.7150170648464164,0.5772357723577235,-0.2967032967032967,-0.8901569186875892,2,64,1,-0.3999999999999998,-0.7193675889328064,0.2513368983957216,-0.1340206185567009,-0.2608695652173913,-0.3724137931034483,-0.4050632911392405,0.2075471698113207,-0.6088328075709779,-0.7150170648464164,0.5772357723577235,-0.2967032967032967,-0.8901569186875892,94.42761175192332,21.40650830600178
29,31,80,-0.1263157894736842,-0.6877470355731226,-0.0374331550802141,0.0412371134020619,-0.782608695652174,-0.7241379310344829,-0.5274261603375527,0.6981132075471697,-0.2365930599369083,-0.6979522184300342,-0.2195121951219512,-0.4212454212454212,-0.6904422253922967,2,92,1,-0.1263157894736842,-0.6877470355731226,-0.0374331550802141,0.0412371134020619,-0.782608695652174,-0.7241379310344829,-0.5274261603375527,0.6981132075471697,-0.2365930599369083,-0.6979522184300342,-0.2195121951219512,-0.4212454212454212,-0.6904422253922967,93.20880568133867,21.40650830600178
30,44,93,-0.2684210526315788,-0.2845849802371542,-0.0267379679144385,0.1752577319587629,-0.5652173913043479,-0.5172413793103449,-0.3670886075949368,1.0,-0.362776025236593,-0.757679180887372,-0.3821138211382113,0.487179487179487,-0.9472182596291012,2,105,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.17537190113543,21.40650830600178
31,27,76,-0.6789473684210521,-0.4782608695652173,0.1764705882352941,0.1340206185567012,-0.6956521739130435,-0.3310344827586207,-0.4303797468354431,0.320754716981132,-0.4069400630914825,-0.7406143344709898,-0.1544715447154471,0.0842490842490841,-0.4265335235378031,2,88,1,-0.6789473684210521,-0.4782608695652173,0.1764705882352941,0.1340206185567012,-0.6956521739130435,-0.3310344827586207,-0.4303797468354431,0.320754716981132,-0.4069400630914825,-0.7406143344709898,-0.1544715447154471,0.0842490842490841,-0.4265335235378031,92.26363152247792,21.40650830600178
32,43,92,-0.2210526315789472,-0.6086956521739131,-0.3368983957219252,0.020618556701031,-0.6739130434782609,-0.1586206896551723,-0.3333333333333335,-0.2830188679245283,-0.3249211356466877,-0.7167235494880546,-0.089430894308943,0.6849816849816848,-0.4379457917261056,2,104,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.70807747637902,21.40650830600178
33,57,106,-0.489473684210526,0.0632411067193678,-0.3155080213903743,-0.1340206185567009,-0.6304347826086957,-0.2965517241379309,-0.4514767932489453,-0.0943396226415095,-0.0788643533123026,-1.0,-0.2682926829268292,0.3040293040293038,-0.5920114122681883,2,119,1,-0.489473684210526,0.0632411067193678,-0.3155080213903743,-0.1340206185567009,-0.6304347826086957,-0.2965517241379309,-0.4514767932489453,-0.0943396226415095,-0.0788643533123026,-1.0,-0.2682926829268292,0.3040293040293038,-0.5920114122681883,90.9295684066486,21.40650830600178
34,46,95,-0.1105263157894731,-0.6007905138339921,-0.0160427807486633,0.2268041237113403,-0.6956521739130435,-0.7241379310344829,-0.4008438818565402,0.320754716981132,-0.2302839116719243,-0.6552901023890786,-0.3495934959349592,-0.1575091575091576,-0.7004279600570613,2,107,1,-0.1105263157894731,-0.6007905138339921,-0.0160427807486633,0.2268041237113403,-0.6956521739130435,-0.7241379310344829,-0.4008438818565402,0.320754716981132,-0.2302839116719243,-0.6552901023890786,-0.3495934959349592,-0.1575091575091576,-0.7004279600570613,90.52322066015012,21.40650830600178
35,56,105,-0.0842105263157895,0.0632411067193678,-0.3368983957219252,-0.4432989690721648,-0.782608695652174,-0.5517241379310345,-0.6160337552742616,0.1320754716981131,-0.7350157728706624,-0.6382252559726962,-0.6422764227642277,-0.3772893772893771,-0.8659058487874465,2,118,1,-0.0842105263157895,0.0632411067193678,-0.3368983957219252,-0.4432989690721648,-0.782608695652174,-0.5517241379310345,-0.6160337552742616,0.1320754716981131,-0.7350157728706624,-0.6382252559726962,-0.6422764227642277,-0.3772893772893771,-0.8659058487874465,89.83355979915007,21.40650830600178
36,41,90,-0.3105263157894735,-0.3241106719367588,0.1764705882352941,0.0721649484536084,-0.3913043478260869,0.0896551724137932,-0.2531645569620254,-0.2075471698113207,-0.4321766561514194,-0.7406143344709898,-0.4796747967479674,0.5457875457875456,-0.7717546362339515,2,102,1,-0.3105263157894735,-0.3241106719367588,0.1764705882352941,0.0721649484536084,-0.3913043478260869,0.0896551724137932,-0.2531645569620254,-0.2075471698113207,-0.4321766561514194,-0.7406143344709898,-0.4796747967479674,0.5457875457875456,-0.7717546362339515,89.10266883329058,21.40650830600178
37,12,61,0.2947368421052634,-0.6363636363636364,-0.0588235294117645,0.3814432989690723,-0.6304347826086957,-0.3793103448275863,-0.3670886075949368,-0.4716981132075472,-0.6088328075709779,-0.5802047781569966,-0.1869918699186992,0.106227106227106,-0.7232524964336662,2,72,1,0.2947368421052634,-0.6363636363636364,-0.0588235294117645,0.3814432989690723,-0.6304347826086957,-0.3793103448275863,-0.3670886075949368,-0.4716981132075472,-0.6088328075709779,-0.5802047781569966,-0.1869918699186992,0.106227106227106,-0.7232524964336662,88.7302386006588,21.40650830600178
38,63,112,-0.263157894736842,-0.6877470355731226,-0.0053475935828877,0.1237113402061858,-0.6521739130434783,0.213793103448276,0.1856540084388185,-0.0188679245283018,-0.141955835962145,-0.5460750853242321,-0.6585365853658537,0.1501831501831501,-0.8944365192582026,2,126,1,-0.263157894736842,-0.6877470355731226,-0.0053475935828877,0.1237113402061858,-0.6521739130434783,0.213793103448276,0.1856540084388185,-0.0188679245283018,-0.141955835962145,-0.5460750853242321,-0.6585365853658537,0.1501831501831501,-0.8944365192582026,88.63913277382584,21.40650830600178
39,4,53,-0.2947368421052634,-0.8458498023715415,-0.1443850267379678,-0.1340206185567009,-0.6304347826086957,0.7379310344827588,0.1645569620253164,-0.7735849056603774,-0.0788643533123026,-0.4590443686006826,0.2032520325203253,0.1721611721611722,-0.797432239657632,2,63,1,-0.2947368421052634,-0.8458498023715415,-0.1443850267379678,-0.1340206185567009,-0.6304347826086957,0.7379310344827588,0.1645569620253164,-0.7735849056603774,-0.0788643533123026,-0.4590443686006826,0.2032520325203253,0.1721611721611722,-0.797432239657632,85.43035979761012,21.40650830600178
40,48,97,-0.6947368421052631,-0.758893280632411,0.4331550802139039,-0.0309278350515462,-0.4782608695652174,0.213793103448276,0.0886075949367088,-0.3962264150943397,0.3123028391167193,-0.7662116040955631,-0.2195121951219512,0.4578754578754578,-0.4265335235378031,2,109,1,-0.6947368421052631,-0.758893280632411,0.4331550802139039,-0.0309278350515462,-0.4782608695652174,0.213793103448276,0.0886075949367088,-0.3962264150943397,0.3123028391167193,-0.7662116040955631,-0.2195121951219512,0.4578754578754578,-0.4265335235378031,84.7620895001196,21.40650830600178
41,64,113,-0.6000000000000002,-0.450592885375494,0.5187165775401068,0.8453608247422679,-0.5217391304347826,-0.206896551724138,-0.1983122362869198,0.6981132075471697,-0.1482649842271293,-0.7064846416382253,-0.2032520325203252,-0.1428571428571429,-0.731811697574893,2,127,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.55631137042316,21.40650830600178
42,17,66,-0.5736842105263156,-0.1501976284584978,-0.0695187165775401,-0.2371134020618556,-0.0869565217391304,-0.4896551724137931,-0.5864978902953586,0.1320754716981131,-0.6593059936908516,-0.7662116040955631,-0.2195121951219512,-0.0842490842490842,-0.6833095577746078,2,77,1,-0.5736842105263156,-0.1501976284584978,-0.0695187165775401,-0.2371134020618556,-0.0869565217391304,-0.4896551724137931,-0.5864978902953586,0.1320754716981131,-0.6593059936908516,-0.7662116040955631,-0.2195121951219512,-0.0842490842490842,-0.6833095577746078,83.5034846550257,21.40650830600178
43,1,50,-0.3157894736842103,-0.8577075098814229,-0.0160427807486633,-0.4432989690721648,-0.3260869565217391,-0.2620689655172414,-0.6835443037974684,0.8867924528301885,-1.0,-0.6604095563139931,0.2520325203252034,-0.706959706959707,-0.4265335235378031,2,60,1,-0.3157894736842103,-0.8577075098814229,-0.0160427807486633,-0.4432989690721648,-0.3260869565217391,-0.2620689655172414,-0.6835443037974684,0.8867924528301885,-1.0,-0.6604095563139931,0.2520325203252034,-0.706959706959707,-0.4265335235378031,82.08578785515881,21.40650830600178
44,58,107,-0.7789473684210527,-0.3438735177865613,0.1336898395721923,-0.0309278350515462,-0.4347826086956522,0.3241379310344827,0.0337552742616034,-0.2830188679245283,-0.1041009463722396,-0.6638225255972696,-0.4796747967479674,0.5531135531135531,-0.5049928673323822,2,120,1,-0.7789473684210527,-0.3438735177865613,0.1336898395721923,-0.0309278350515462,-0.4347826086956522,0.3241379310344827,0.0337552742616034,-0.2830188679245283,-0.1041009463722396,-0.6638225255972696,-0.4796747967479674,0.5531135531135531,-0.5049928673323822,79.909827874485,21.40650830600178
45,39,88,-0.4473684210526313,-0.4703557312252964,-0.6363636363636365,-0.2886597938144328,-0.4130434782608695,-0.1379310344827585,-0.2278481012658229,-0.5094339622641509,-0.3753943217665615,-0.6552901023890786,0.2845528455284554,0.2380952380952381,-0.3837375178316691,2,100,1,-0.4473684210526313,-0.4703557312252964,-0.6363636363636365,-0.2886597938144328,-0.4130434782608695,-0.1379310344827585,-0.2278481012658229,-0.5094339622641509,-0.3753943217665615,-0.6552901023890786,0.2845528455284554,0.2380952380952381,-0.3837375178316691,79.28269148876062,21.40650830600178
46,14,63,-0.510526315789473,-0.8616600790513833,0.0053475935828875,0.0721649484536084,-0.3260869565217391,0.6551724137931034,-0.2405063291139241,-1.0,-0.2176656151419558,-0.6706484641638226,-0.1707317073170731,0.3626373626373624,-0.1326676176890157,2,74,1,-0.510526315789473,-0.8616600790513833,0.0053475935828875,0.0721649484536084,-0.3260869565217391,0.6551724137931034,-0.2405063291139241,-1.0,-0.2176656151419558,-0.6706484641638226,-0.1707317073170731,0.3626373626373624,-0.1326676176890157,78.83590229189105,21.40650830600178
47,35,84,-0.5894736842105258,-0.4545454545454545,0.4759358288770055,0.1237113402061858,0.3913043478260869,-0.5724137931034482,-0.7257383966244726,-0.9622641509433962,-0.2744479495268137,-0.7918088737201365,-0.2357723577235773,-0.2747252747252748,-0.5049928673323822,2,96,1,-0.5894736842105258,-0.4545454545454545,0.4759358288770055,0.1237113402061858,0.3913043478260869,-0.5724137931034482,-0.7257383966244726,-0.9622641509433962,-0.2744479495268137,-0.7918088737201365,-0.2357723577235773,-0.2747252747252748,-0.5049928673323822,78.42396421688605,21.40650830600178
48,3,52,0.3894736842105264,-0.7984189723320158,-0.4010695187165777,-0.2371134020618556,-0.4782608695652174,-0.2275862068965516,-0.3881856540084388,-0.2830188679245283,-0.7981072555205047,-0.5699658703071673,0.2195121951219512,-0.1282051282051282,-0.4978601997146933,2,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.14846927819694,21.40650830600178
49,11,60,0.489473684210526,-0.6956521739130435,0.4010695187165773,0.4845360824742268,-0.6521739130434783,0.3586206896551727,0.0632911392405062,-0.6981132075471699,-0.0788643533123026,-0.6416382252559727,0.4308943089430896,0.3846153846153848,-0.81169757489301,2,71,1,0.489473684210526,-0.6956521739130435,0.4010695187165773,0.4845360824742268,-0.6521739130434783,0.3586206896551727,0.0632911392405062,-0.6981132075471699,-0.0788643533123026,-0.6416382252559727,0.4308943089430896,0.3846153846153848,-0.81169757489301,76.63581716197919,21.40650830600178
50,66,115,-0.4684210526315792,0.4071146245059287,0.0909090909090908,0.1752577319587629,-0.782608695652174,-0.2275862068965516,-0.4050632911392405,0.0943396226415094,-0.4069400630914825,-0.7747440273037542,-0.4959349593495934,-0.0476190476190477,-0.5691868758915835,2,129,1,-0.4684210526315792,0.4071146245059287,0.0909090909090908,0.1752577319587629,-0.782608695652174,-0.2275862068965516,-0.4050632911392405,0.0943396226415094,-0.4069400630914825,-0.7747440273037542,-0.4959349593495934,-0.0476190476190477,-0.5691868758915835,76.01518771194552,21.40650830600178
51,10,59,-0.3368421052631581,-0.6561264822134387,-0.090909090909091,0.0103092783505154,-0.2826086956521739,-0.9172413793103448,-0.7130801687763714,-0.0943396226415095,-0.3375394321766561,-0.6979522184300342,-0.3073170731707316,-0.5970695970695971,-0.1554921540656205,2,70,1,-0.3368421052631581,-0.6561264822134387,-0.090909090909091,0.0103092783505154,-0.2826086956521739,-0.9172413793103448,-0.7130801687763714,-0.0943396226415095,-0.3375394321766561,-0.6979522184300342,-0.3073170731707316,-0.5970695970695971,-0.1554921540656205,75.98644117594225,21.40650830600178
