,class,b1,b2,b3,b4,b5,b6,b7,b8,b9,pred_minus_obs_H_b1,pred_minus_obs_H_b2,pred_minus_obs_H_b3,pred_minus_obs_H_b4,pred_minus_obs_H_b5,pred_minus_obs_H_b6,pred_minus_obs_H_b7,pred_minus_obs_H_b8,pred_minus_obs_H_b9,pred_minus_obs_S_b1,pred_minus_obs_S_b2,pred_minus_obs_S_b3,pred_minus_obs_S_b4,pred_minus_obs_S_b5,pred_minus_obs_S_b6,pred_minus_obs_S_b7,pred_minus_obs_S_b8,pred_minus_obs_S_b9,N,Scalar_calc
10,d ,-5016,-6480,-6588,1096,-4200,-622,-950,-6890,-6850,5052,5631,6448,-622,4289,660,722,4946,4992,-3652,-1029,216,-320,-1248,-552,-2308,-1025,-1944,138,-649992486.4000003
11,d ,-1596,-4920,-5724,-1918,-2400,-3732,3610,-6360,-6028,1192,3837,5013,1502,2418,3614,-1765,4584,4406,-3800,-2429,-3680,-714,-3528,-4008,-2100,-1089,-1792,158,-656564334.4285718
12,d ,-2964,-5520,-5940,274,-3000,-1244,950,-6360,-6028,2326,4656,5659,-383,3227,1518,-862,4504,4344,-1604,-1953,-1024,216,-1920,-1116,-28,-1016,-1512,80,-661237070.314286
13,d ,-3192,-5400,-5940,-1781,-3000,-1244,-760,-6890,-6302,2632,4624,5761,1115,3219,1506,116,4924,4560,-1816,-2198,-1616,306,-1800,-1056,-100,-1007,-1472,87,-671262957.514286
14,d ,-5244,-5400,-5292,-4384,-4200,-4976,-1520,-6625,-7124,3696,4280,4552,3272,4251,4698,582,4812,5156,-2476,-1736,-3200,453,-2496,-2532,-824,-801,-1264,161,-678344323.7142863
15,d ,-4560,-5520,-5832,-1096,-4200,-3110,-950,-6890,-6576,4299,4726,5533,1669,4575,3839,876,5262,5170,-2960,-2758,-2392,-1524,-2544,-3720,-2868,-2835,-3696,34,-685286653.7428575
16,d ,-6612,-6480,-6696,137,-4800,-1555,-1710,-6625,-5754,5414,5419,6372,-132,5292,2511,616,4726,4230,-1540,-1519,-168,89,-1872,-1824,-56,-423,-1216,40,-701874732.9142861
17,d ,-6384,-6240,-6156,-3836,-4200,-4354,-3800,-7420,-7672,5006,5196,5487,3231,4410,4347,1932,5654,5822,-1376,-1617,-728,-927,-2472,-2291,-1424,-1845,-2463,107,-710803400.4857144
18,d ,-2508,-3600,-3780,-3836,-3000,-5287,-1520,-7155,-7124,-40,2684,3014,2948,2988,4869,82,5180,5086,1584,-1414,-1368,804,-1944,-2064,2064,-1593,-1696,186,-716320465.6857145
19,d ,-3648,-5280,-6048,-3562,-3300,-3732,-190,-6890,-6850,2308,4202,5250,2682,3377,3498,-132,5004,4938,-2128,-1820,-2560,486,-2664,-2424,-640,-972,-1376,155,-718614085.3428575
20,d ,-3648,-6240,-6588,-1644,-3600,-2488,190,-6890,-6850,3752,5342,6319,1952,3689,2562,184,4970,4988,-3904,-1617,-1760,-2556,-2927,-3156,-3104,-1296,-2056,179,-756759379.7428576
21,d ,-3648,-6240,-6480,-2877,-3300,-3421,950,-6890,-6302,3352,5266,6000,2812,3537,3756,-289,5212,4878,-2564,-2394,-1879,-1494,-2112,-2748,-2072,-2223,-2952,60,-765021671.7714291
22,d ,-3192,-3720,-3348,-5206,-4800,-5909,-2280,-7155,-6850,2330,2827,2795,3903,4809,5703,1248,5212,5036,-2772,-2310,-3040,153,-3024,-3384,-1027,-1143,-1880,193,-793973924.0571431
23,d ,-5472,-6360,-6480,-685,-4200,-622,-4180,-6360,-6028,4265,5308,6172,345,4980,2049,2021,4630,4642,-2320,-1309,-856,-93,-3192,-3239,-1104,-360,-2016,30,-830341155.4285717
24,d ,-4332,-6360,-6372,-685,-4800,-2799,-190,-6625,-5754,3924,5335,6034,1003,5220,3645,166,4742,4238,-2812,-2436,-2416,-1629,-2784,-3828,-2220,-1620,-2599,27,-914867814.0571432
25,d ,-3648,-5640,-5940,-1507,-4800,-3110,-1330,-6890,-6850,2376,4633,5281,1384,4902,2967,418,5012,4926,-2092,-1596,-1304,-969,-2568,-2891,-1444,-477,-1200,145,-961004345.4000008
26,s ,-2964,-7800,-7560,-2740,-3300,-2799,-4750,-7155,-6576,3456,6844,7528,2501,3447,2981,2889,5164,4828,-3964,167,736,-4761,-5111,-5448,-5344,-2664,-3000,190,-1309497259.771429
27,s ,-2280,-7560,-7452,-2603,-4200,-2488,-570,-6625,-5754,2996,6776,7590,2421,4362,2742,773,4760,4240,-4896,280,80,1701,-96,408,-2676,-1170,-2304,174,-1423590256.371429
28,s ,-2964,-7920,-7560,-2329,-4800,-3421,-4560,-7685,-6850,3516,6953,7527,2381,4956,3585,2852,5588,5046,-3456,-280,-576,-2556,-5040,-3828,-4024,-2925,-3544,185,-1502704750.914286
29,s ,-2280,-7680,-7560,-2740,-4200,-3732,-1900,-6625,-5480,3094,6961,7774,2553,4380,4008,1576,4756,4052,-4624,-1449,-2120,191,-2496,-1344,-3204,-1287,-2208,167,-1549659927.885715
30,s ,-2736,-6840,-6696,-2603,-1500,-2488,-1140,-5035,-3288,950,6083,6138,1993,1914,2772,344,3870,2454,1028,7441,7432,4626,8064,7608,-640,7965,7448,123,-1584766595.8571432
31,h ,912,-6840,-6480,-685,-4500,-4665,2470,-6890,-5480,-1948,6241,5933,2134,4692,4392,-1648,6284,5200,-124,-5495,-2279,-4071,-2112,-1044,208,-6354,-6128,83,-1630085446.171429
32,s ,-4104,-7320,-7128,-4521,-5700,-6220,-2660,-6890,-6302,3162,6118,6491,3687,5925,6318,1407,5228,4880,-6744,112,-2096,129,-1776,-4140,-5036,792,168,51,-1634501783.8571434
33,s ,-3876,-7920,-7884,-2192,-6300,-4665,-2090,-6890,-5754,2886,6697,7272,2024,6519,4722,930,5244,4396,-1288,-1680,864,1365,384,852,-2480,-2538,-3944,116,-1712379317.4000006
34,s ,-1824,-7560,-7452,-2329,-4800,-3110,-3420,-6625,-6028,2516,6564,7331,2069,4929,3171,2191,4772,4448,-4024,-315,288,-228,312,-131,-2396,189,-1384,147,-1715091737.714286
35,h ,2736,-7200,-6912,959,-4500,-933,1710,-6095,-4384,-1178,6641,7528,182,5334,2247,-720,5420,4242,-3776,-5530,-7432,-1467,-6840,-5604,-1384,-5976,-5976,134,-1716449409.3428574
36,s ,-1368,-7560,-7452,-2192,-4800,-2799,-3230,-7155,-5754,2094,6635,7479,1919,4953,3060,2039,5098,4170,-3028,-889,168,405,-1272,-192,-2084,-477,-1584,156,-1744839362.2571435
37,s ,-3420,-7800,-7560,-3562,-5400,-5909,-4560,-6890,-6576,2424,6538,6903,3050,5610,5898,2256,5202,4962,-2304,-966,-1824,-2406,-744,-3276,-1480,-2619,-2912,120,-1747565702.114286
38,s ,-1140,-7800,-7560,-1918,-6300,-4354,-1330,-6625,-5754,2148,7120,8105,2037,6936,5358,842,5424,4844,-2431,-5614,-7128,270,-4440,-4020,-264,-4194,-4104,130,-1834411008.0571432
39,s ,-2964,-7560,-7668,-2740,-6000,-4976,-3610,-6625,-5754,3402,6389,7328,2779,6483,6024,2312,4736,4244,-4968,-1666,-1576,-1380,-144,-2160,-3172,-189,-2160,6,-1857400413.571429
40,s ,-2280,-7560,-7452,-2192,-5700,-3732,-4180,-6890,-6028,1802,6419,7166,1439,5958,4020,1963,4916,4366,-1664,-1162,608,63,-360,-264,548,-207,-560,79,-1858836163.5714288
41,s ,-684,-7560,-7344,-1918,-5700,-4354,-1330,-6890,-6028,1244,6595,7319,1992,5916,4614,924,5104,4526,-2212,-2170,-2416,1068,-1392,-1452,32,-945,-1792,140,-1898177517.2571435
42,h ,3648,-6960,-6696,-137,-3900,-3421,3610,-6625,-4384,-3596,6640,6508,2269,4455,4164,-1146,5850,4130,-1644,-7441,-5240,-5019,-4320,-4380,-3836,-5157,-4840,53,-1932194089.3142853
43,s ,-3192,-7440,-7344,-3699,-5700,-4976,-5130,-6095,-4932,2214,6211,6973,2561,6435,6207,2428,4398,3780,-4700,-567,-984,-885,1368,-528,-1704,999,-1000,22,-2009854084.3142865
44,s ,-1368,-7680,-7452,-2055,-6300,-5598,-2470,-6625,-5754,1758,6459,6943,2460,6573,6027,1694,5008,4498,-3276,-2387,-2744,-1419,-984,-2891,-1899,-1835,-2472,52,-2012883340.8
45,h ,228,-7560,-7128,-959,-6000,-5287,760,-6890,-5206,-1550,6214,6344,1420,6357,5529,-1296,4878,3580,-12,-1666,-1752,-1932,-4560,-4212,2660,135,-360,103,-2062268956.7142856
46,h ,1140,-7560,-7128,137,-5700,-2799,-380,-6095,-3836,-1412,6484,7165,-149,6285,4167,-45,4216,2958,-1600,-3409,-6504,1161,-4656,-6600,-784,-1134,-3120,19,-2096116648.6000004
47,h ,2280,-7440,-7128,274,-6000,-4354,2470,-6890,-5480,-2018,6360,6628,1479,6285,4227,-973,5172,4048,-3396,-4018,-3752,-5115,-5304,-4044,-3232,-1872,-2088,195,-2100704101.171429
48,h ,-228,-7680,-7236,-411,-6300,-3732,-190,-6360,-4110,-948,6429,6883,90,6906,4956,-984,4396,2812,-132,-1771,-872,687,-2448,-3191,3060,225,-480,23,-2137095996.0857155
49,s ,228,-7680,-7236,0,-5700,-3110,-1520,-6890,-4384,-188,6387,6845,79,6066,3801,655,4888,3176,3640,-602,3352,3210,-672,2832,3244,-261,1104,49,-2143370708.628572
50,h ,3876,-7440,-6912,822,-4200,-1866,950,-6890,-4658,-2264,6785,7191,40,4401,2250,191,4940,3468,-4712,-2107,-2168,-735,-2472,-1896,-4048,-1215,-2392,165,-2158904723.4857154
51,h ,-684,-7680,-7236,-1233,-6900,-4665,-2280,-6890,-5480,-979,6298,6465,217,7059,4427,512,5018,4024,-656,-1393,-1936,2601,-2592,-2291,1148,-225,-1032,58,-2188546855.8857145
52,s ,-228,-7680,-7236,-1233,-6300,-4354,-1140,-6095,-4932,-396,6415,6870,956,6819,5337,196,4300,3594,1460,-1680,176,4152,936,1248,3852,243,-120,33,-2229793294.257144
53,h ,2052,-7560,-7128,822,-6600,-4043,570,-6625,-4384,-928,6198,6622,-356,6885,4635,55,4774,3448,-4728,-2016,-5080,-552,-4248,-5820,-2484,-909,-2504,69,-2254223930.771429
54,h ,3648,-7560,-7128,1233,-4800,-2177,950,-6625,-4658,-2240,6655,7222,-604,5001,2622,-165,4608,3298,-3884,-1134,-440,-122,-1920,-1836,-2540,-153,-1456,148,-2269885929.5428567
55,h ,684,-7680,-7236,-548,-6000,-4043,-2090,-6890,-5206,-1586,6501,6944,-491,6093,3987,488,4768,3504,-2076,-1708,-2488,966,-1704,-1296,-612,-1025,-1080,109,-2271442549.4571424
56,h ,912,-7680,-7344,-137,-6600,-5287,380,-7155,-5206,-1521,6206,6479,158,6405,4926,-624,4954,3554,-2244,-1281,-848,-525,-1128,-3168,-520,216,-936,173,-2279603519.0285707
57,h ,1596,-7560,-7236,274,-6600,-4665,190,-7155,-5206,-1778,6241,6588,83,6627,4737,-298,5238,3762,-2816,-1785,-1640,-1677,-2784,-4524,-2052,-1197,-1896,151,-2295735031.742857
58,h ,1140,-7440,-6912,-548,-6300,-3732,-1520,-6095,-4110,-1548,6204,6571,137,7278,5217,733,4542,3474,-2768,-1148,-928,108,-3936,-3384,-1735,-477,-2799,25,-2358342654.6857147
59,h ,2736,-7080,-7020,-548,-4800,-4665,760,-6625,-4932,-3926,6440,6508,858,5583,5355,-532,5344,3714,568,-1876,3824,555,-3240,-1608,-816,1917,1104,126,-2451342744.5714283
60,h ,2508,-7680,-7236,274,-5700,-4665,-570,-7155,-5754,-1918,6537,6787,-438,5445,3843,494,4882,3892,-2784,35,3008,1209,1800,2568,-2032,504,-616,141,-2486865863.028572
