,class,b1,b2,b3,b4,b5,b6,b7,b8,b9,pred_minus_obs_H_b1,pred_minus_obs_H_b2,pred_minus_obs_H_b3,pred_minus_obs_H_b4,pred_minus_obs_H_b5,pred_minus_obs_H_b6,pred_minus_obs_H_b7,pred_minus_obs_H_b8,pred_minus_obs_H_b9,pred_minus_obs_S_b1,pred_minus_obs_S_b2,pred_minus_obs_S_b3,pred_minus_obs_S_b4,pred_minus_obs_S_b5,pred_minus_obs_S_b6,pred_minus_obs_S_b7,pred_minus_obs_S_b8,pred_minus_obs_S_b9,N,Scalar_calc
11,h ,3192,-7560,-7236,959,-6000,-4665,2280,-6890,-4932,-1860,6241,6708,324,6057,4647,-547,4960,3618,-5256,-1862,-3040,-3378,-3000,-4080,-4676,-918,-2056,182,5422840058.108108
12,h ,3420,-7440,-6912,-137,-6000,-3732,-760,-6625,-4658,-2982,6183,6491,136,6441,4368,354,5750,4328,-944,-2646,-3464,135,-4968,-4536,-3268,-7973,-7448,1,5395740676.216218
13,h ,2508,-7560,-7128,411,-6300,-4665,1140,-6890,-5480,-2282,6321,6594,334,6441,4554,-532,4918,3942,-3228,-2765,-3288,-2052,-4200,-4104,-2268,-801,-1744,197,5385298155.54054
14,h ,2280,-7800,-7344,274,-7200,-5598,-1330,-7155,-6028,-2284,6091,6197,-1033,6936,4356,577,4766,3832,-1988,-1204,-920,2451,-1632,-24,-208,-207,0,128,5360973219.405404
15,h ,2052,-7560,-7344,685,-6900,-6531,950,-6890,-5754,-1104,6041,6208,-79,6966,5967,-439,4866,3872,-3860,-1127,-80,-918,-2808,-1524,-656,-351,-120,106,5351299565.189191
16,h ,2964,-7560,-7236,822,-6300,-3732,1710,-6890,-5480,-2118,6481,7008,220,6297,3627,-510,4938,3960,-3948,-2142,-3440,-2670,-2568,-3216,-3540,-1071,-1944,192,5290397892.999999
17,h ,4560,-7440,-6804,1233,-5100,-2799,1140,-6890,-5480,-2688,6462,6815,-191,5397,3129,-20,5194,4334,-4840,-777,-424,-1575,-2496,-1752,-3524,-1665,-3136,143,5239980137.027026
18,h ,3876,-7680,-7344,1370,-5100,-3421,2280,-6890,-5206,-2268,6608,7104,-126,5118,3546,-739,4760,3598,-4716,-1323,-664,-2487,-1848,-2724,-3488,-378,-1256,176,5216661068.135134
19,s ,2508,-7560,-7236,822,-6300,-4665,950,-7155,-5206,-2432,6369,6713,-126,6510,4760,-603,5382,3996,7616,-2226,408,6336,-1464,1752,7564,-1125,136,78,5205832416.756757
20,h ,2052,-7560,-7128,822,-6600,-4043,570,-6625,-4384,-928,6198,6622,-356,6885,4635,55,4774,3448,-4728,-2016,-5080,-552,-4248,-5820,-2484,-909,-2504,69,5192343122.918919
21,h ,2280,-7440,-7128,274,-6000,-4354,2470,-6890,-5480,-2018,6360,6628,1479,6285,4227,-973,5172,4048,-3396,-4018,-3752,-5115,-5304,-4044,-3232,-1872,-2088,195,5164289535.594594
22,h ,2736,-7080,-7020,-548,-4800,-4665,760,-6625,-4932,-3926,6440,6508,858,5583,5355,-532,5344,3714,568,-1876,3824,555,-3240,-1608,-816,1917,1104,126,5160112934.486485
23,h ,1596,-7560,-7236,274,-6600,-4665,190,-7155,-5206,-1778,6241,6588,83,6627,4737,-298,5238,3762,-2816,-1785,-1640,-1677,-2784,-4524,-2052,-1197,-1896,151,5092339231.810811
24,h ,3648,-6960,-6696,-137,-3900,-3421,3610,-6625,-4384,-3596,6640,6508,2269,4455,4164,-1146,5850,4130,-1644,-7441,-5240,-5019,-4320,-4380,-3836,-5157,-4840,53,5059948682.1081085
25,h ,2052,-7440,-7020,-822,-6300,-5287,-2280,-7155,-6028,-3398,6091,6158,-524,6420,4473,1304,5322,4572,444,-693,-319,3930,-1176,1464,-1463,585,-1424,114,5016965388.594594
26,h ,3648,-7560,-7128,1233,-4800,-2177,950,-6625,-4658,-2240,6655,7222,-604,5001,2622,-165,4608,3298,-3884,-1134,-440,-122,-1920,-1836,-2540,-153,-1456,148,4852524581.540543
27,h ,912,-7680,-7344,-137,-6600,-5287,380,-7155,-5206,-1521,6206,6479,158,6405,4926,-624,4954,3554,-2244,-1281,-848,-525,-1128,-3168,-520,216,-936,173,4819992219.324323
28,h ,1140,-7440,-6912,-548,-6300,-3732,-1520,-6095,-4110,-1548,6204,6571,137,7278,5217,733,4542,3474,-2768,-1148,-928,108,-3936,-3384,-1735,-477,-2799,25,4750236363.243242
29,h ,684,-7440,-7128,-1918,-6600,-5598,-1330,-7420,-6028,-3418,6091,6171,944,6648,4920,-849,5524,4224,2904,-336,1472,2127,-408,972,4916,558,32,124,4727725076.054053
30,h ,1140,-7560,-7128,137,-5700,-2799,-380,-6095,-3836,-1412,6484,7165,-149,6285,4167,-45,4216,2958,-1600,-3409,-6504,1161,-4656,-6600,-784,-1134,-3120,19,4713195406.837837
31,h ,228,-7560,-7236,137,-7200,-6531,380,-6890,-5754,48,5941,6123,162,7239,5937,83,4886,4118,-3132,-616,-416,-618,-2856,-1680,-1627,-495,-1136,105,4675854027.864862
32,h ,3876,-7440,-6912,822,-4200,-1866,950,-6890,-4658,-2264,6785,7191,40,4401,2250,191,4940,3468,-4712,-2107,-2168,-735,-2472,-1896,-4048,-1215,-2392,165,4630421020.621621
33,h ,0,-7800,-7344,-959,-7200,-6220,-1710,-7155,-6576,-1936,6127,6175,-59,6945,5154,62,5092,4604,236,-1169,-376,3636,-144,408,2080,-657,-1088,196,4628341041.594593
34,h ,228,-7560,-7128,-959,-6000,-5287,760,-6890,-5206,-1550,6214,6344,1420,6357,5529,-1296,4878,3580,-12,-1666,-1752,-1932,-4560,-4212,2660,135,-360,103,4616632263.594593
35,h ,684,-7560,-7020,-411,-6900,-5598,-380,-7155,-5480,-970,6086,6172,81,6831,5016,-1,5144,4052,-2095,-616,-864,861,-984,-852,-264,27,-1360,102,4611183938.162161
36,h ,2508,-7680,-7236,274,-5700,-4665,-570,-7155,-5754,-1918,6537,6787,-438,5445,3843,494,4882,3892,-2784,35,3008,1209,1800,2568,-2032,504,-616,141,4595384839.756755
37,h ,2736,-7200,-6912,959,-4500,-933,1710,-6095,-4384,-1178,6641,7528,182,5334,2247,-720,5420,4242,-3776,-5530,-7432,-1467,-6840,-5604,-1384,-5976,-5976,134,4522808504.378378
38,h ,-912,-7680,-7344,-1781,-7200,-6220,380,-6890,-5754,-1950,6070,6265,1517,7149,5544,-1394,4898,3886,2440,-1407,-1008,537,-1752,-1200,3924,-1089,-832,188,4505354636.513514
39,h ,684,-7680,-7236,-548,-6000,-4043,-2090,-6890,-5206,-1586,6501,6944,-491,6093,3987,488,4768,3504,-2076,-1708,-2488,966,-1704,-1296,-612,-1025,-1080,109,4398710224.243241
40,h ,-228,-7680,-7236,-411,-6300,-3732,-190,-6360,-4110,-948,6429,6883,90,6906,4956,-984,4396,2812,-132,-1771,-872,687,-2448,-3191,3060,225,-480,23,4386041805.108107
41,h ,-456,-7320,-7128,-1507,-7200,-6531,-2850,-7420,-6302,-1890,5765,5908,-373,6750,4992,544,5298,4324,2260,-903,504,4719,1032,2172,3628,-720,-464,91,4293594202.8918905
42,h ,-684,-7680,-7236,-1233,-6900,-4665,-2280,-6890,-5480,-979,6298,6465,217,7059,4427,512,5018,4024,-656,-1393,-1936,2601,-2592,-2291,1148,-225,-1032,58,4195829460.054053
43,h ,912,-6840,-6480,-685,-4500,-4665,2470,-6890,-5480,-1948,6241,5933,2134,4692,4392,-1648,6284,5200,-124,-5495,-2279,-4071,-2112,-1044,208,-6354,-6128,83,4003353219.189189
44,s ,-228,-7680,-7236,-1233,-6300,-4354,-1140,-6095,-4932,-396,6415,6870,956,6819,5337,196,4300,3594,1460,-1680,176,4152,936,1248,3852,243,-120,33,3880761967.351351
45,s ,228,-7680,-7236,0,-5700,-3110,-1520,-6890,-4384,-188,6387,6845,79,6066,3801,655,4888,3176,3640,-602,3352,3210,-672,2832,3244,-261,1104,49,3677156297.297297
46,s ,-1140,-7800,-7560,-1918,-6300,-4354,-1330,-6625,-5754,2148,7120,8105,2037,6936,5358,842,5424,4844,-2431,-5614,-7128,270,-4440,-4020,-264,-4194,-4104,130,3513514667.351349
47,s ,-1368,-7680,-7452,-2055,-6300,-5598,-2470,-6625,-5754,1758,6459,6943,2460,6573,6027,1694,5008,4498,-3276,-2387,-2744,-1419,-984,-2891,-1899,-1835,-2472,52,3306083464.0270257
48,s ,-684,-7560,-7344,-1918,-5700,-4354,-1330,-6890,-6028,1244,6595,7319,1992,5916,4614,924,5104,4526,-2212,-2170,-2416,1068,-1392,-1452,32,-945,-1792,140,3219912430.3513503
49,h ,-2964,-7920,-7560,-822,-6600,-5909,-3420,-7420,-6576,1148,6410,6723,-1096,6192,4563,-16,4796,4032,-1572,-742,-592,2628,864,1716,3384,441,640,64,3181306592.54054
50,s ,-2280,-7560,-7452,-2192,-5700,-3732,-4180,-6890,-6028,1802,6419,7166,1439,5958,4020,1963,4916,4366,-1664,-1162,608,63,-360,-264,548,-207,-560,79,2490057551.0810795
51,s ,-2964,-7560,-7668,-2740,-6000,-4976,-3610,-6625,-5754,3402,6389,7328,2779,6483,6024,2312,4736,4244,-4968,-1666,-1576,-1380,-144,-2160,-3172,-189,-2160,6,2345161472.486485
52,s ,-3192,-7440,-7344,-3699,-5700,-4976,-5130,-6095,-4932,2214,6211,6973,2561,6435,6207,2428,4398,3780,-4700,-567,-984,-885,1368,-528,-1704,999,-1000,22,2271611896.0270267
53,s ,-1368,-7560,-7452,-2192,-4800,-2799,-3230,-7155,-5754,2094,6635,7479,1919,4953,3060,2039,5098,4170,-3028,-889,168,405,-1272,-192,-2084,-477,-1584,156,2246504060.0810804
54,s ,-3420,-7800,-7560,-3562,-5400,-5909,-4560,-6890,-6576,2424,6538,6903,3050,5610,5898,2256,5202,4962,-2304,-966,-1824,-2406,-744,-3276,-1480,-2619,-2912,120,2220805667.4594584
55,o ,-1824,-3240,-4104,4247,-3900,0,8170,-3445,-822,1366,2819,3852,-2603,4149,327,-4353,2638,826,-760,-2520,-776,-411,-2640,-2052,-440,-2313,-2608,92,2211943596.567568
56,s ,-3876,-7920,-7884,-2192,-6300,-4665,-2090,-6890,-5754,2886,6697,7272,2024,6519,4722,930,5244,4396,-1288,-1680,864,1365,384,852,-2480,-2538,-3944,116,2205516444.08108
57,o ,1140,-6240,-6480,-411,-1500,0,2850,-5830,-3014,-86,5552,6541,705,1644,258,-1095,4160,2234,-4008,-938,-360,-366,-1440,-1032,-2812,-792,-2031,157,2153207243.08108
58,s ,-1824,-7560,-7452,-2329,-4800,-3110,-3420,-6625,-6028,2516,6564,7331,2069,4929,3171,2191,4772,4448,-4024,-315,288,-228,312,-131,-2396,189,-1384,147,1989120192.2702692
59,s ,-4104,-7320,-7128,-4521,-5700,-6220,-2660,-6890,-6302,3162,6118,6491,3687,5925,6318,1407,5228,4880,-6744,112,-2096,129,-1776,-4140,-5036,792,168,51,1961429143.6756744
60,d ,-1140,-4560,-5400,411,-2400,-1866,5890,-6625,-5480,678,3888,4910,332,2655,2106,-3069,5142,4330,-1540,-2058,-768,-1266,-2424,-2316,-1696,-2511,-2928,100,1960697858.864864
61,s ,-2280,-7680,-7560,-2740,-4200,-3732,-1900,-6625,-5480,3094,6961,7774,2553,4380,4008,1576,4756,4052,-4624,-1449,-2120,191,-2496,-1344,-3204,-1287,-2208,167,1910141416.2162151
62,s ,-2964,-7920,-7560,-2329,-4800,-3421,-4560,-7685,-6850,3516,6953,7527,2381,4956,3585,2852,5588,5046,-3456,-280,-576,-2556,-5040,-3828,-4024,-2925,-3544,185,1838288567.08108
63,d ,-1596,-4920,-5724,-1918,-2400,-3732,3610,-6360,-6028,1192,3837,5013,1502,2418,3614,-1765,4584,4406,-3800,-2429,-3680,-714,-3528,-4008,-2100,-1089,-1792,158,1789288700.4594586
64,d ,-2736,-5760,-5832,3014,-3900,311,3040,-6890,-6576,3054,5179,6091,-1957,4167,186,-1531,5122,4950,-3316,-3185,-4064,-129,-2592,-2184,-1427,-1935,-2512,129,1764117375.972972
65,d ,-3648,-5640,-5940,-1507,-4800,-3110,-1330,-6890,-6850,2376,4633,5281,1384,4902,2967,418,5012,4926,-2092,-1596,-1304,-969,-2568,-2891,-1444,-477,-1200,145,1576596605.81081
66,s ,-2280,-7560,-7452,-2603,-4200,-2488,-570,-6625,-5754,2996,6776,7590,2421,4362,2742,773,4760,4240,-4896,280,80,1701,-96,408,-2676,-1170,-2304,174,1571119099.891891
67,d ,-4332,-6360,-6372,-685,-4800,-2799,-190,-6625,-5754,3924,5335,6034,1003,5220,3645,166,4742,4238,-2812,-2436,-2416,-1629,-2784,-3828,-2220,-1620,-2599,27,1518604194.675675
68,d ,-3420,-5280,-5832,274,-3600,-1555,4180,-6095,-4658,2874,4402,5555,-166,3999,2346,-2402,4302,3390,-1284,-1302,1304,48,-1680,-1140,-84,-503,-920,46,1390931691.3513503
69,d ,-2508,-3600,-3780,-3836,-3000,-5287,-1520,-7155,-7124,-40,2684,3014,2948,2988,4869,82,5180,5086,1584,-1414,-1368,804,-1944,-2064,2064,-1593,-1696,186,1333461407.9999995
70,d ,-684,-2760,-3024,-3151,-2400,-3110,570,-6890,-6028,96,2048,2526,2444,2445,3099,-252,5066,4480,-2292,-2296,-2944,663,-2784,-3300,-612,-1305,-2008,194,1327509482.324324
71,s ,-2964,-7800,-7560,-2740,-3300,-2799,-4750,-7155,-6576,3456,6844,7528,2501,3447,2981,2889,5164,4828,-3964,167,736,-4761,-5111,-5448,-5344,-2664,-3000,190,1299209571.5675664
72,d ,-2964,-5520,-5940,274,-3000,-1244,950,-6360,-6028,2326,4656,5659,-383,3227,1518,-862,4504,4344,-1604,-1953,-1024,216,-1920,-1116,-28,-1016,-1512,80,1283379750.999999
73,d ,-3192,-3720,-3348,-5206,-4800,-5909,-2280,-7155,-6850,2330,2827,2795,3903,4809,5703,1248,5212,5036,-2772,-2310,-3040,153,-3024,-3384,-1027,-1143,-1880,193,1184019663.1621616
74,d ,-3192,-5040,-5940,-959,-2400,-3110,3420,-6625,-5480,2570,4285,5419,1329,2631,3309,-1763,5064,4270,-1688,-1911,-648,-1083,-2040,-2087,-1520,-2060,-2472,86,1139151996.0810802
75,o ,-3876,-5160,-5832,-8083,-5400,-7153,-6460,265,0,3022,4149,5084,5892,5493,6846,3351,-342,58,-2288,-2485,-2464,336,-3264,-3072,-644,-1404,-2024,56,1076376613.999999
76,d ,-3648,-6240,-6588,-1644,-3600,-2488,190,-6890,-6850,3752,5342,6319,1952,3689,2562,184,4970,4988,-3904,-1617,-1760,-2556,-2927,-3156,-3104,-1296,-2056,179,1036036779.4054046
77,d ,-3648,-6240,-6480,-2877,-3300,-3421,950,-6890,-6302,3352,5266,6000,2812,3537,3756,-289,5212,4878,-2564,-2394,-1879,-1494,-2112,-2748,-2072,-2223,-2952,60,1034449505.6486474
78,d ,-3648,-5280,-6048,-3562,-3300,-3732,-190,-6890,-6850,2308,4202,5250,2682,3377,3498,-132,5004,4938,-2128,-1820,-2560,486,-2664,-2424,-640,-972,-1376,155,974912966.8648642
79,d ,-4560,-5520,-5832,-1096,-4200,-3110,-950,-6890,-6576,4299,4726,5533,1669,4575,3839,876,5262,5170,-2960,-2758,-2392,-1524,-2544,-3720,-2868,-2835,-3696,34,966836929.6486475
80,d ,-2508,-4920,-5832,-2603,-1800,-2799,2850,-6625,-6302,1596,3988,5121,2011,1938,2685,-1731,4946,4730,-1364,-1148,-1072,249,-2160,-1836,-172,-1098,-1912,94,950076886.2972964
81,d ,-1824,-5040,-5724,-1370,-1800,-933,950,-6360,-6028,1596,4270,5327,1612,2046,1302,-427,4756,4598,-644,-2303,-680,-558,-2184,-1680,-468,-2024,-2384,67,937596690.243242
82,d ,-3420,-5280,-5940,-3562,-2400,-3732,5130,-6360,-5754,2414,4276,5265,3014,2418,3534,-2907,4552,4104,-2452,-1708,-1920,-972,-2232,-3024,-1096,-270,-1056,177,925105223.135134
83,d ,-2736,-5160,-5940,-1370,-2100,-1244,3420,-6095,-5480,2790,4403,5710,1677,2520,2196,-1504,4484,4192,-3132,-2429,-2160,-1350,-2232,-3720,-3036,-2457,-3456,4,882865963.1891882
84,d ,-3192,-5400,-5940,-1781,-3000,-1244,-760,-6890,-6302,2632,4624,5761,1115,3219,1506,116,4924,4560,-1816,-2198,-1616,306,-1800,-1056,-100,-1007,-1472,87,821148401.5405396
85,d ,-2508,-4800,-5724,-1096,-1800,-933,2090,-6360,-6302,1928,3974,5312,990,2076,1410,-1312,4476,4532,-1848,-1708,-1208,-951,-1968,-2028,-880,-1034,-1632,41,820441140.8918912
86,d ,-2964,-5160,-5616,0,-2400,311,2470,-6625,-5754,2724,4545,5627,278,2613,-6,-1418,5006,4394,-1972,-3276,-2896,-197,-2352,-1980,-563,-2304,-2695,110,773153631.8108097
87,d ,-5472,-6360,-6480,-685,-4200,-622,-4180,-6360,-6028,4265,5308,6172,345,4980,2049,2021,4630,4642,-2320,-1309,-856,-93,-3192,-3239,-1104,-360,-2016,30,639925918.9189178
88,d ,-5016,-6480,-6588,1096,-4200,-622,-950,-6890,-6850,5052,5631,6448,-622,4289,660,722,4946,4992,-3652,-1029,216,-320,-1248,-552,-2308,-1025,-1944,138,599653572.4054047
89,s ,-2736,-6840,-6696,-2603,-1500,-2488,-1140,-5035,-3288,950,6083,6138,1993,1914,2772,344,3870,2454,1028,7441,7432,4626,8064,7608,-640,7965,7448,123,587128697.2162157
90,o ,-1140,-4800,-5400,-2055,300,-311,-1710,-3710,-2466,906,4085,5272,1841,111,1215,985,2930,2262,-1764,-3010,-4808,-249,-3816,-4728,-2616,-4058,-4720,12,586728040.4594588
91,d ,-5244,-5400,-5292,-4384,-4200,-4976,-1520,-6625,-7124,3696,4280,4552,3272,4251,4698,582,4812,5156,-2476,-1736,-3200,453,-2496,-2532,-824,-801,-1264,161,578439159.4864852
92,d ,-6612,-6480,-6696,137,-4800,-1555,-1710,-6625,-5754,5414,5419,6372,-132,5292,2511,616,4726,4230,-1540,-1519,-168,89,-1872,-1824,-56,-423,-1216,40,568589148.945945
93,d ,-2736,-6000,-6480,-822,-1500,-1244,950,-6890,-6850,3330,5324,6507,1017,1647,1440,-93,4980,5056,-4060,-854,-232,-465,-1392,-996,-2816,-783,-2080,153,563910413.4054043
94,d ,-3420,-5520,-5184,-822,-3000,-933,190,-6890,-7398,3868,4850,5169,1287,3120,1161,269,4970,5410,-4124,-1092,-296,-1773,-2280,-2268,-3180,-1395,-2208,169,496644700.08108
95,d ,-1824,-5040,-5616,-3014,600,-1555,2850,-6360,-5480,1564,4264,5364,2600,-228,2286,-1357,4946,4460,-2348,-3164,-4656,-326,-3984,-4872,-2260,-3501,-4128,21,456107054.43243146
96,d ,-2964,-4920,-5616,-3425,-2100,-1866,1140,-6890,-6850,2958,4181,5268,3326,2391,2463,-278,5186,5278,-3200,-2478,-2664,-1884,-2328,-3624,-2772,-2223,-3096,50,415182955.8918908
97,d ,-3648,-5400,-5940,-822,-1800,-933,1520,-6360,-6028,2674,4492,5450,741,1920,900,-1219,4654,4444,-412,-1610,-471,153,-1464,-420,840,-1719,-1864,81,406675133.59459376
98,d ,-5244,-6120,-6480,548,-3900,-311,-1900,-7155,-6576,5282,5367,6438,189,4074,630,1264,5248,4876,-3928,-2086,-2920,-1968,-2951,-3084,-2896,-1817,-2512,149,402450017.4324311
99,d ,-4332,-4920,-5184,-4795,-3000,-3732,-1330,-6890,-6576,3586,4227,5115,3912,3366,4446,768,5258,5186,-2056,-3248,-5384,39,-3264,-4524,-1708,-2835,-3808,28,383859563.7837829
100,o ,-456,-5280,-5724,-411,300,1555,-2850,-4505,-3562,1276,4718,5835,626,-162,-1215,1851,3114,2586,-3736,-826,64,-129,-1344,-912,-2544,-558,-1800,154,354119956.8648641
101,d ,-1368,-5040,-5616,-2192,600,-311,950,-6095,-5206,1470,4164,5342,1948,-231,1224,-414,4266,3782,-2376,-1302,104,-1194,-2088,-2460,-1584,-594,-1280,45,287321667.27026945
102,o ,-2052,-5520,-5184,137,-600,1866,-760,-5830,-4384,1928,4801,5147,-112,732,-1629,388,4136,3160,-2972,-1603,-1304,-255,-1536,-924,-1699,-1179,-1776,122,253107022.91891816
103,d ,-2736,-4440,-5400,-1507,-300,-622,5700,-6360,-5480,2612,3844,5220,1905,711,1527,-2678,4874,4400,-3300,-2688,-2368,-1305,-2592,-3828,-2824,-3240,-4152,24,249111517.13513437
104,d ,-5700,-6600,-6696,-2603,-3600,-3110,-1520,-7155,-7124,5215,5568,6211,2649,3846,3489,1045,5414,5482,-2792,-2408,-2136,-1623,-2088,-2880,-2236,-2196,-2960,57,248141664.5675664
105,d ,-3420,-5040,-5616,-1644,-2100,-933,1520,-6625,-6576,3886,4527,5713,1641,2262,1176,-427,4810,4874,-4188,-1337,-840,-945,-2160,-1716,-3060,-1413,-2416,146,180343732.2432423
106,d ,-4560,-6480,-6804,-1781,-2700,-622,1900,-6625,-6028,5008,5883,6998,1816,2864,951,-526,4776,4452,-4452,-1862,-1520,-864,-2256,-1884,-3420,-1431,-2408,164,124360417.94594498
107,d ,-6384,-6240,-6156,-3836,-4200,-4354,-3800,-7420,-7672,5006,5196,5487,3231,4410,4347,1932,5654,5822,-1376,-1617,-728,-927,-2472,-2291,-1424,-1845,-2463,107,119408915.64864716
108,o ,-5472,-5880,-6372,-2329,-2400,-2799,-1140,-5565,-3836,3656,4744,5661,1083,2304,2094,-453,3740,2492,-967,-840,-624,618,-672,684,1564,-846,-896,61,51039862.59459389
109,d ,-6840,-6720,-6912,-3014,-3600,-2799,-570,-6360,-5206,6042,5627,6543,2607,4041,3591,427,5012,4308,-1800,-2597,-3608,-537,-4032,-4536,-2904,-4671,-5072,0,-25554766.405406594
110,d ,-6612,-6360,-6804,-4247,-3000,-3421,-1330,-6625,-6028,5699,5432,6700,3543,3471,4410,814,4974,4742,-1924,-3108,-5168,-396,-3816,-5136,-2368,-3069,-4072,7,-151341048.51351452
111,d ,-3420,-4680,-5292,-4384,-300,-2488,1900,-6360,-5754,2536,3887,4768,3525,513,2673,-1013,4810,4464,-3452,-1330,-2160,12,-2208,-3191,-2220,-396,-1448,48,-171028840.1621631
112,d ,-1596,-3960,-5184,-3014,2100,-311,3040,-6095,-5480,1258,3415,5149,2548,-1683,1272,-1521,4668,4416,-1792,-3269,-5504,93,-3816,-4992,-2016,-3411,-4272,17,-174745077.89189267
113,d ,-1824,-1800,-1404,-4110,-600,-2177,-570,-7155,-6576,1492,1612,1421,3527,900,2730,448,5468,5164,-2696,-2926,-3792,-294,-2640,-3780,-2072,-2367,-3360,36,-186681918.2432438
114,d ,-3420,-4200,-4644,-4932,-600,-3110,190,-6625,-6302,2786,3466,4206,3865,825,3348,-50,4982,4830,-2524,-2863,-3784,831,-2280,-2843,-899,-2277,-3008,39,-272059512.9459469
115,d ,-2736,-4560,-5508,-4658,900,-2799,-380,-6625,-6302,1970,3581,4643,3333,-852,2451,151,4844,4592,-2876,-1491,-1752,-122,-2856,-2400,-1072,-405,-984,76,-353661660.94594693
116,d ,-2280,-4320,-4968,-3425,1800,-933,3420,-6625,-5754,2238,3657,4579,3086,-1569,1338,-1608,5086,4548,-3780,-2387,-3616,-1344,-2784,-3876,-2324,-1746,-2616,68,-504541436.5405415
117,d ,-4104,-4680,-5292,-3425,900,311,-6080,-3180,-3288,3154,4000,4865,2959,-660,-54,3081,2512,2666,-1592,-1855,80,-648,-1776,-1620,-1724,-2736,-3168,111,-1472448111.3243256
